'21'	'2'	7.984551806445119E-34
'21'	'3'	8.345679283052073E-34
'21'	'0'	1.9654234321679953E-33
'21'	'1'	0.774944543838501
'20'	'9'	1.2120320213237059E-33
'21'	'8'	3.116394169849497E-34
'21'	'9'	7.222144996778496E-34
'21'	'6'	0.0
'21'	'7'	5.971706452606556E-34
'21'	'4'	1.2463509462379472E-34
'21'	'5'	1.976480793247402E-33
'20'	'0'	0.0
'20'	'7'	9.416766776647301E-34
'20'	'8'	0.0
'20'	'5'	0.0
'20'	'6'	1.1441895587274476E-33
'20'	'3'	4.7774648035985764E-34
'20'	'4'	1.539853610374537E-33
'20'	'1'	0.7783053517341614
'20'	'2'	1.0085839794036116E-33
'17'	'7'	0.0
'17'	'8'	0.0
'17'	'5'	0.0
'17'	'6'	4.794131109441329E-34
'17'	'3'	1.5608254397836643E-33
'17'	'4'	1.3017868924807417E-33
'17'	'1'	1.2944466879026998E-34
'17'	'2'	7.174183908909985E-34
'17'	'9'	1.3362934373136337E-33
'18'	'2'	0.0
'18'	'3'	2.1917962312407648E-34
'18'	'0'	1.4670835305609294E-33
'18'	'1'	6.364212740718253E-34
'18'	'8'	1.7074566280641105E-34
'18'	'9'	0.0
'18'	'6'	1.5140077038423204E-33
'18'	'7'	0.0
'18'	'4'	1.8909048045075396E-33
'18'	'5'	3.4695930288956505E-34
'16'	'4'	1.3757602928005074E-33
'16'	'5'	8.60760330164428E-34
'16'	'2'	1.0515951340292068E-33
'16'	'3'	0.0
'16'	'0'	1.0870192073042134E-33
'16'	'1'	7.125214467293659E-34
'17'	'0'	0.0
'16'	'8'	0.0
'16'	'9'	2.2292478945176955E-34
'16'	'6'	1.4230720864920258E-35
'16'	'7'	1.723181964454354E-33
'19'	'9'	0.8176270723342896
'19'	'7'	0.0
'19'	'8'	0.8075072169303894
'19'	'5'	6.807802064390352E-34
'19'	'6'	2.3419828537138416E-34
'19'	'3'	6.770654606194444E-34
'19'	'4'	0.6745890378952026
'19'	'1'	7.818127520307607E-34
'19'	'2'	1.4143670170303653E-33
'19'	'0'	0.7983186841011047
'10'	'8'	0.7611179947853088
'10'	'9'	0.8655904531478882
'10'	'6'	0.0
'10'	'7'	6.786960457714776E-34
'10'	'4'	0.7405365705490112
'10'	'5'	0.0
'11'	'5'	5.911353542063967E-34
'11'	'6'	1.4919823376212686E-33
'11'	'3'	1.514797397273783E-33
'11'	'4'	2.1994130672921085E-34
'11'	'1'	0.0
'11'	'2'	6.771060978264943E-34
'11'	'0'	1.326635258894816E-34
'11'	'9'	1.505220424392443E-33
'11'	'7'	0.7981370687484741
'11'	'8'	9.626770679131626E-34
'10'	'2'	1.0510980284885036E-33
'10'	'3'	1.071415438152009E-33
'10'	'0'	0.7442396283149719
'10'	'1'	0.0
'14'	'6'	0.8093355298042297
'14'	'7'	2.2912273035327392E-33
'14'	'4'	1.2398618500794235E-33
'14'	'5'	2.930810473737284E-34
'14'	'2'	6.840695702404221E-34
'14'	'3'	0.0
'14'	'0'	1.0405763438581864E-33
'14'	'1'	4.981529704546364E-34
'14'	'8'	1.4458706329743873E-33
'14'	'9'	9.993256756939399E-34
'15'	'1'	1.721575945297543E-33
'15'	'2'	0.0
'15'	'0'	1.3797547695413954E-33
'15'	'9'	1.7389497518026964E-33
'15'	'7'	0.0
'15'	'8'	1.5975495363422834E-33
'15'	'5'	0.0
'15'	'6'	1.0379487466421139E-33
'15'	'3'	5.952601225574588E-35
'15'	'4'	1.5573816086777396E-33
'12'	'0'	1.718359315209113E-33
'12'	'1'	1.6076013676153823E-34
'12'	'8'	1.0365623979921129E-33
'12'	'9'	0.0
'12'	'6'	8.05488585788764E-34
'12'	'7'	0.0
'12'	'4'	5.880710332883449E-34
'12'	'5'	0.8551454544067383
'12'	'2'	1.8926300261383636E-33
'12'	'3'	0.6809921860694885
'13'	'9'	1.113076174765475E-34
'13'	'7'	2.139472268538528E-33
'13'	'8'	0.0
'13'	'5'	6.444594054617939E-34
'13'	'6'	1.2007058577470447E-33
'13'	'3'	6.481764385592108E-36
'13'	'4'	9.953015131289188E-35
'13'	'1'	1.2635513673263543E-33
'13'	'2'	8.985874628674007E-34
'13'	'0'	8.640679692295503E-34
'22'	'49'	5.494629315260446E-34
'23'	'33'	1.334678785620184E-33
'23'	'34'	0.0
'22'	'47'	0.6104100942611694
'23'	'31'	6.841812881214983E-34
'22'	'48'	1.5014079656049401E-33
'23'	'32'	0.0
'22'	'45'	5.081136320389244E-34
'22'	'46'	0.6198700070381165
'23'	'30'	6.963474250637686E-34
'21'	'59'	5.2992456237644735E-34
'22'	'43'	8.662457561854409E-34
'22'	'44'	0.0
'24'	'25'	1.8770216652113514E-33
'24'	'26'	7.852443690156964E-34
'25'	'10'	6.780571003069584E-34
'23'	'39'	6.623442879825035E-35
'24'	'23'	0.7645227909088135
'23'	'37'	8.715595416641346E-34
'24'	'21'	2.2110977566457706E-34
'23'	'38'	6.397861266510541E-34
'24'	'22'	0.0
'23'	'35'	0.0
'23'	'36'	8.223584909264985E-34
'24'	'20'	8.824920064687665E-34
'20'	'65'	0.7741470336914062
'20'	'66'	2.080719132339011E-34
'21'	'50'	6.557699110863602E-34
'20'	'63'	3.612912192966033E-34
'20'	'64'	0.0
'20'	'61'	8.811990545183581E-34
'24'	'18'	1.3039178433335917E-33
'20'	'62'	0.7141020894050598
'24'	'19'	1.4066919572744574E-33
'24'	'16'	2.062445246136013E-33
'20'	'60'	2.0056236400094387E-34
'24'	'17'	0.0
'21'	'57'	0.0
'22'	'41'	0.745169460773468
'21'	'58'	0.0
'22'	'42'	0.0
'21'	'55'	0.0
'21'	'56'	4.0719330942350395E-34
'22'	'40'	5.4878449679817745E-34
'20'	'69'	1.144254899682964E-34
'21'	'53'	1.8735278755955168E-33
'21'	'54'	0.0
'20'	'67'	0.0
'21'	'51'	1.1230659252431711E-33
'20'	'68'	1.7675838758337657E-33
'21'	'52'	1.564078000509966E-34
'23'	'44'	5.624823120631188E-34
'23'	'45'	1.2152080601228339E-33
'22'	'58'	1.098579918738062E-33
'23'	'42'	1.5565787827703265E-33
'22'	'59'	0.6095746755599976
'23'	'43'	0.0
'22'	'56'	0.0
'23'	'40'	0.0
'22'	'57'	8.988772956932753E-34
'23'	'41'	8.349709942978447E-34
'22'	'54'	1.1080889333522451E-33
'22'	'55'	1.3558430103937623E-33
'24'	'36'	1.2148283203462206E-33
'25'	'20'	5.240717943708024E-34
'20'	'80'	1.6876273011038107E-33
'24'	'37'	6.227701915949914E-35
'25'	'21'	3.300369998615539E-35
'24'	'34'	1.2706586082095174E-33
'24'	'35'	4.088716949512874E-34
'23'	'48'	1.03416236913552E-33
'24'	'32'	1.426103777110349E-33
'23'	'49'	8.89921498107948E-34
'24'	'33'	5.90101435752339E-35
'23'	'46'	0.0
'24'	'30'	0.0
'23'	'47'	1.4243068319570255E-33
'24'	'31'	9.390044483975249E-34
'20'	'76'	0.0
'21'	'60'	2.1935578656458154E-33
'25'	'17'	8.103407142282714E-34
'20'	'77'	0.0
'21'	'61'	0.0
'25'	'18'	7.141346290548772E-34
'20'	'74'	1.5359443569740836E-33
'25'	'15'	1.516694718624407E-33
'20'	'75'	1.0879954186283728E-33
'25'	'16'	2.2555537132146713E-34
'20'	'72'	1.207671396459636E-33
'24'	'29'	1.3660358321123377E-33
'25'	'13'	1.9579797978624055E-33
'20'	'73'	1.1841835499622682E-33
'25'	'14'	0.0
'20'	'70'	0.8187246918678284
'24'	'27'	0.0
